naz_glowna;el_rozr;szer_geo;dlug_geo;wsp_pro_Y;wsp_pro_X;panstwo;woj;powiat;gmina
Stok Wi?çniewski;Stok Wi?çniewski;52??06'27'';22??12'21'';476107.99;719459.46;Polska;mazowieckie;siedlecki;Wi?çniew-gmina wiejska
Stok Wi?çniewski;;52??06'01'';22??14'25'';475411.65;721853.88;Polska;mazowieckie;siedlecki;Wi?çniew-gmina wiejska
Kolonia Stok;Stok;51??20'29'';20??43'51'';387504.39;620518.26;Polska;mazowieckie;przysuski;Wieniawa-gmina wiejska
Stoki;;51??30'21'';21??20'10'';406942.50;662069.23;Polska;mazowieckie;radomski;Pionki-gmina wiejska
Stoki;Stoki;51??08'56'';21??32'42'';367758.38;677945.06;Polska;mazowieckie;lipski;Lipsko-obszar wiejski
Stoki Kowalkowskie;Stoki Kowalkowskie;51??13'57'';21??23'13'';376682.90;666600.37;Polska;mazowieckie;zwole?‰ski;Kazan??w-gmina wiejska
Le?çnicz??wka Stoki;Stoki;51??32'40'';21??19'43'';411227.53;661419.52;Polska;mazowieckie;radomski;Pionki-gmina wiejska
Stok?Èosy;Stok?Èosy;52??09'35'';21??02'04'';479007.72;639113.92;Polska;mazowieckie;m. St. Warszawa;Ursyn??w-dzielnica
Sto?Èowo;Sto?Èowo;53??01'42'';20??11'29'';574335.16;579875.77;Polska;mazowieckie;m?Èawski;Szre?‰sk-gmina wiejska
Stopin;;52??55'25'';19??43'32'';562259.45;548763.21;Polska;mazowieckie;sierpecki;Ro?çciszewo-gmina wiejska
Kolonia Stopin;Stopin;52??55'49'';19??44'30'';563011.88;549838.33;Polska;mazowieckie;sierpecki;Ro?çciszewo-gmina wiejska
Kolonia Stopki;Stopki;52??08'03'';22??29'36'';479982.16;738993.42;Polska;mazowieckie;siedlecki;Mordy-obszar wiejski
Stoplin;Stoplin;52??38'24'';19??56'40'';530880.34;563880.46;Polska;mazowieckie;p?Èocki;Staro??reby-gmina wiejska
Stpice;;52??38'48'';20??48'26'';532748.24;622229.12;Polska;mazowieckie;pu?Ètuski;?‹wiercze-gmina wiejska
Strachomin;Strachomin;52??01'20'';21??51'53'';465665.91;696488.12;Polska;mazowieckie;mi?‰ski;Latowicz-gmina wiejska
Strachowo;Strachowo;52??37'29'';20??26'25'';529752.09;597468.07;Polska;mazowieckie;p?Èo?‰ski;P?Èo?‰sk-gmina wiejska
Strach??w;;52??32'25'';21??35'49'';522553.27;676058.90;Polska;mazowieckie;wo?Èomi?‰ski;Jad??w-gmina wiejska
Strach??wka;;52??25'51'';21??38'02'';510477.31;679007.04;Polska;mazowieckie;wo?Èomi?‰ski;Strach??wka-gmina wiejska
Strach??wko;Strach??wko;52??37'12'';20??25'08'';529190.25;596026.73;Polska;mazowieckie;p?Èo?‰ski;P?Èo?‰sk-gmina wiejska
Stradzewo;;52??43'28'';19??43'37'';540112.53;549080.46;Polska;mazowieckie;sierpecki;Gozdowo-gmina wiejska
Straszewy;Straszewy;53??09'06'';19??56'06'';587783.12;562508.55;Polska;mazowieckie;??uromi?‰ski;Lubowidz-gmina wiejska
Str?÷kowo;Str?÷kowo;52??41'58'';22??17'51'';542196.11;722724.00;Polska;mazowieckie;ostrowski;Nur-gmina wiejska
Str?÷kowo Nieczykowskie;Str?÷kowo Nieczykowskie;52??42'23'';22??18'01'';542959.10;722875.83;Polska;mazowieckie;ostrowski;Nur-gmina wiejska
Kolonia Str?÷kowo;Kolonia Str?÷kowo;52??41'55'';22??17'24'';542074.76;722224.28;Polska;mazowieckie;ostrowski;Nur-gmina wiejska
Strojec;Strojec;52??33'37'';20??46'44'';523095.25;620549.99;Polska;mazowieckie;nowodworski;Nasielsk-obszar wiejski
Strojec;;52??16'16'';20??20'36'';490304.27;591632.81;Polska;mazowieckie;warszawski zachodni;Kampinos-gmina wiejska
Stromiec;Stromiec;51??38'40'';21??05'30'';421850.11;644671.69;Polska;mazowieckie;bia?Èobrzeski;Stromiec-gmina wiejska
Stromiec Poduchowny;Stromiec Poduchowny;51??38'58'';21??04'41'';422388.93;643722.10;Polska;mazowieckie;bia?Èobrzeski;Stromiec-gmina wiejska
Kolonia Stromiec;Stromiec;51??38'14'';21??06'08'';421072.06;645430.53;Polska;mazowieckie;bia?Èobrzeski;Stromiec-gmina wiejska
Stromiecka Wola;Stromiecka Wola;51??38'25'';21??03'09'';421307.39;641979.44;Polska;mazowieckie;bia?Èobrzeski;Stromiec-gmina wiejska
Stropkowo;;52??48'31'';19??50'39'';549558.28;556884.91;Polska;mazowieckie;sierpecki;Zawidz-gmina wiejska
Stropkowo-Kolonia;Stropkowo-Kolonia;52??48'44'';19??51'18'';549968.46;557610.13;Polska;mazowieckie;sierpecki;Zawidz-gmina wiejska
Stro???÷cin;Stro???÷cin;52??43'58'';20??07'49'';541380.81;576290.42;Polska;mazowieckie;p?Èo?‰ski;Raci?˘??-gmina wiejska
Str??jnik;;52??02'01'';21??59'28'';467281.86;705100.53;Polska;mazowieckie;siedlecki;Wodynie-gmina wiejska
Str????ewko;Str????ewko;52??33'59'';19??46'23'';522568.46;552382.66;Polska;mazowieckie;p?Èocki;Radzanowo-gmina wiejska
Str????ewo;Str????ewo;52??31'06'';20??30'09'';518002.80;601926.23;Polska;mazowieckie;p?Èo?‰ski;Za?Èuski-gmina wiejska
Str????ki;Str????ki;52??20'05'';21??27'21'';499364.43;667275.96;Polska;mazowieckie;wo?Èomi?‰ski;Po?çwi?÷tne-gmina wiejska
Str????ki;Str????ki;52??18'45'';21??28'43'';496948.81;668906.63;Polska;mazowieckie;wo?Èomi?‰ski;Po?çwi?÷tne-gmina wiejska
Strubiny;Strubiny;52??37'01'';20??27'54'';528922.48;599154.54;Polska;mazowieckie;p?Èo?‰ski;P?Èo?‰sk-gmina wiejska
Strubiny;Strubiny;52??28'41'';20??35'36'';513646.10;608176.89;Polska;mazowieckie;nowodworski;Zakroczym-obszar wiejski
Struga;;52??34'18'';21??19'20'';525408.03;657324.66;Polska;mazowieckie;wyszkowski;Somianka-gmina wiejska
Struga;Struga;53??19'47'';21??30'28'';610111.50;666939.08;Polska;mazowieckie;ostro?È?÷cki;?¸yse-gmina wiejska
Struga;Struga;52??22'02'';21??08'23'';502303.85;645629.74;Polska;mazowieckie;wo?Èomi?‰ski;Radzymin-obszar wiejski
Struga;;52??20'57'';21??07'34'';500261.09;644768.49;Polska;mazowieckie;wo?Èomi?‰ski;Marki-gmina miejska
Struga;Struga;52??02'06'';20??54'04'';464901.77;630360.02;Polska;mazowieckie;piaseczy?‰ski;Piaseczno-obszar wiejski
Struga;Struga;51??12'43'';21??37'09'';374965.63;682882.40;Polska;mazowieckie;lipski;Ciepiel??w-gmina wiejska
Gaj??wka Struga;Struga;52??22'08'';21??07'05'';502423.38;644149.31;Polska;mazowieckie;wo?Èomi?‰ski;Radzymin-obszar wiejski
Strugi;Strugi;52??09'32'';20??20'38'';477827.44;591902.05;Polska;mazowieckie;sochaczewski;Teresin-gmina wiejska
Strugi Krzywickie;Strugi Krzywickie;52??07'39'';21??37'49'';476751.90;679979.56;Polska;mazowieckie;mi?‰ski;Siennica-gmina wiejska
Strumiany;Strumiany;52??09'38'';20??25'49'';478138.42;597801.31;Polska;mazowieckie;grodziski;Baran??w-gmina wiejska
Strumiany Dolne;Strumiany Dolne;52??09'36'';20??26'04'';478058.13;598090.29;Polska;mazowieckie;grodziski;Baran??w-gmina wiejska
Strumiany G??rne;Strumiany G??rne;52??09'16'';20??25'13'';477432.81;597135.33;Polska;mazowieckie;grodziski;Baran??w-gmina wiejska
Struniawy;Struniawy;52??56'18'';21??36'47'';566837.86;675542.38;Polska;mazowieckie;ostro?È?÷cki;Goworowo-gmina wiejska
Strupczewo Du??e;Strupczewo Du??e;52??39'05'';19??27'35'';531830.87;531090.58;Polska;mazowieckie;p?Èocki;Brudze?‰ Du??y-gmina wiejska
Strupczewo Ma?Èe;Strupczewo Ma?Èe;52??39'52'';19??27'26'';533292.37;530909.23;Polska;mazowieckie;p?Èocki;Brudze?‰ Du??y-gmina wiejska
Strupiech??w;;52??20'12'';21??55'30'';500770.93;699211.30;Polska;mazowieckie;w?÷growski;Wierzbno-gmina wiejska
Strupiech??w;Strupiech??w;51??41'50'';20??52'24'';427305.06;629427.00;Polska;mazowieckie;bia?Èobrzeski;Promna-gmina wiejska
Strusin;Strusin;52??48'10'';20??42'22'';549932.66;614974.42;Polska;mazowieckie;ciechanowski;So?‰sk-gmina wiejska
Strusinek;Strusinek;52??47'30'';20??42'15'';548700.98;614877.98;Polska;mazowieckie;ciechanowski;So?‰sk-gmina wiejska
Strusino;Strusino;52??41'31'';19??43'04'';536501.50;548490.87;Polska;mazowieckie;p?Èocki;Bielsk-gmina wiejska
Strusy;;52??15'41'';22??22'39'';493746.85;730411.71;Polska;mazowieckie;siedlecki;Paprotnia-gmina wiejska
Kolonia Strusy;Strusy;52??14'45'';22??22'52'';492041.92;730745.06;Polska;mazowieckie;siedlecki;Paprotnia-gmina wiejska
Strych;Strych;51??39'28'';21??36'56'';424491.78;680847.42;Polska;mazowieckie;garwoli?‰ski;Maciejowice-gmina wiejska
Stryjewo Ma?Èe;Stryjewo Ma?Èe;53??00'25'';20??39'24'';572563.73;611124.05;Polska;mazowieckie;ciechanowski;Grudusk-gmina wiejska
Stryjewo Wielkie;Stryjewo Wielkie;52??59'43'';20??39'11'';571260.86;610911.75;Polska;mazowieckie;ciechanowski;Grudusk-gmina wiejska
Stryjki;;52??25'10'';21??29'06'';508852.74;668933.32;Polska;mazowieckie;wo?Èomi?‰ski;T?Èuszcz-obszar wiejski
Strykowice B?Èotne;;51??22'32'';21??37'57'';393169.55;683157.08;Polska;mazowieckie;zwole?‰ski;Zwole?‰-obszar wiejski
Strykowice G??rne;;51??23'16'';21??35'51'';394433.56;680683.23;Polska;mazowieckie;zwole?‰ski;Zwole?‰-obszar wiejski
Strykowice Podle?çne;Strykowice Podle?çne;51??22'29'';21??37'15'';393049.55;682356.12;Polska;mazowieckie;zwole?‰ski;Zwole?‰-obszar wiejski
Strykowice Zab?Èotne;Strykowice Zab?Èotne;51??22'27'';21??36'44'';392966.71;681743.40;Polska;mazowieckie;zwole?‰ski;Zwole?‰-obszar wiejski
Stryk??w;Stryk??w;51??39'38'';20??42'41'';422963.78;618336.20;Polska;mazowieckie;gr??jecki;Mogielnica-obszar wiejski
Strza?Èa;;52??12'03'';22??15'11'';486635.04;722232.99;Polska;mazowieckie;siedlecki;Siedlce-gmina wiejska
Kolonia Strza?Èa;Strza?Èa;52??11'58'';22??16'27'';486553.24;723676.64;Polska;mazowieckie;siedlecki;Siedlce-gmina wiejska
Strza?Èki;Strza?Èki;52??24'58'';19??25'54'';505665.64;529349.72;Polska;mazowieckie;gostyni?‰ski;Gostynin-gmina wiejska
Strza?Èki;Strza?Èki;53??13'35'';21??24'39'';598396.84;660882.64;Polska;mazowieckie;ostro?È?÷cki;Kadzid?Èo-gmina wiejska
Strza?Èki;Strza?Èki;51??39'58'';20??24'19'';423120.55;597151.58;Polska;mazowieckie;gr??jecki;Nowe Miasto nad Pilic?˘-obszar wiejski
Strza?Èkowo;Strza?Èkowo;53??00'00'';20??25'10'';571465.45;595226.64;Polska;mazowieckie;m?Èawski;Stupsk-gmina wiejska
Strza?Èkowo-D?÷biny;Strza?Èkowo-D?÷biny;52??59'10'';20??23'58'';569875.80;593922.29;Polska;mazowieckie;m?Èawski;Stupsk-gmina wiejska
Strza?Èkowo-Ojc??w;Strza?Èkowo-Ojc??w;53??00'01'';20??23'23'';571442.04;593242.96;Polska;mazowieckie;m?Èawski;Stupsk-gmina wiejska
Strza?Èkowo-Ostr??w;Strza?Èkowo-Ostr??w;52??58'43'';20??25'01'';569081.16;595100.48;Polska;mazowieckie;m?Èawski;Stupsk-gmina wiejska
Strza?Èk??w;;51??22'35'';20??57'05'';391780.55;635770.82;Polska;mazowieckie;radomski;Wolan??w-gmina wiejska
Strzebula;Strzebula;52??17'13'';21??44'43'';494763.89;687183.25;Polska;mazowieckie;mi?‰ski;Jakub??w-gmina wiejska
Strzegocin;Strzegocin;52??41'14'';20??50'14'';537308.80;624142.94;Polska;mazowieckie;pu?Ètuski;?‹wiercze-gmina wiejska
Strzegowo;Strzegowo;52??53'36'';20??17'06'';559418.95;586421.30;Polska;mazowieckie;m?Èawski;Strzegowo-gmina wiejska
Strzegowo G??rne;Strzegowo G??rne;52??54'28'';20??16'18'';561019.83;585504.24;Polska;mazowieckie;m?Èawski;Strzegowo-gmina wiejska
Strzelnia;Strzelnia;53??02'13'';20??37'35'';575853.14;609017.60;Polska;mazowieckie;ciechanowski;Grudusk-gmina wiejska
Strzembowo;Strzembowo;52??29'58'';20??24'13'';515772.55;595248.53;Polska;mazowieckie;p?Èo?‰ski;Naruszewo-gmina wiejska
Strzemeszno;Strzemeszno;52??25'19'';19??47'42'';506518.45;554051.18;Polska;mazowieckie;p?Èocki;G?˘bin-obszar wiejski
Strzemieczne-Hieronimy;Strzemieczne-Hieronimy;53??01'09'';21??23'41'';575326.30;660580.86;Polska;mazowieckie;makowski;M?Èynarze-gmina wiejska
Strzemieczne-Oleksy;Strzemieczne-Oleksy;52??59'53'';21??24'16'';572993.54;661316.40;Polska;mazowieckie;makowski;M?Èynarze-gmina wiejska
Strzemieczne-S?÷dki;Strzemieczne-S?÷dki;53??00'41'';21??23'05'';574444.75;659931.32;Polska;mazowieckie;makowski;Sypniewo-gmina wiejska
Strzemieczne-Wiosny;Strzemieczne-Wiosny;52??59'38'';21??24'58'';572552.90;662116.00;Polska;mazowieckie;makowski;M?Èynarze-gmina wiejska
Strzeni??wka;Strzeni??wka;52??07'04'';20??47'46'';473938.31;622945.18;Polska;mazowieckie;pruszkowski;Nadarzyn-gmina wiejska
Kolonia Strzeni??wka;Strzeni??wka;52??07'02'';20??48'36'';473898.64;623890.71;Polska;mazowieckie;pruszkowski;Nadarzyn-gmina wiejska
Strzeszewo;;52??59'24'';19??53'08'';569762.78;559425.20;Polska;mazowieckie;??uromi?‰ski;Bie??u?‰-obszar wiejski
Strzeszewo;Strzeszewo;52??46'11'';20??21'51'';545771.98;592006.13;Polska;mazowieckie;ciechanowski;Glinojeck-obszar wiejski
Strzeszewo;Strzeszewo;52??40'40'';20??08'23'';535277.87;577031.77;Polska;mazowieckie;p?Èocki;Staro??reby-gmina wiejska
Strz?÷biska;Strz?÷biska;52??38'33'';20??38'50'';532038.33;611414.89;Polska;mazowieckie;p?Èo?‰ski;Nowe Miasto-gmina wiejska
Strz?÷pki;Strz?÷pki;52??02'60'';21??21'42'';467489.68;661885.02;Polska;mazowieckie;otwocki;Celestyn??w-gmina wiejska
Strzyku?Èy;Strzyku?Èy;52??13'56'';20??49'02'';486685.88;624064.31;Polska;mazowieckie;warszawski zachodni;O??ar??w Mazowiecki-obszar wiejski
Strzy??e;;52??37'36'';21??06'12'';531068.03;642318.91;Polska;mazowieckie;pu?Ètuski;Pokrzywnica-gmina wiejska
Strzy??e;;51??55'03'';20??33'48'';451290.50;607485.42;Polska;mazowieckie;??yrardowski;Mszczon??w-obszar wiejski
Strzy??ew;Strzy??ew;52??15'38'';20??21'18'';489152.02;592447.61;Polska;mazowieckie;warszawski zachodni;Kampinos-gmina wiejska
Strzy??yna;Strzy??yna;51??41'10'';21??12'24'';426708.87;652493.03;Polska;mazowieckie;kozienicki;Grab??w nad Pilic?˘-gmina wiejska
Studnie;Studnie;51??35'58'';21??13'57'';417135.12;654576.16;Polska;mazowieckie;kozienicki;G?Èowacz??w-gmina wiejska
Studzianka;Studzianka;52??32'59'';19??24'26'';520514.22;527598.09;Polska;mazowieckie;p?Èocki;Nowy Dunin??w-gmina wiejska
Studzianka;Studzianka;52??35'06'';19??28'25'';524461.92;532079.63;Polska;mazowieckie;p?Èocki;Nowy Dunin??w-gmina wiejska
Studzianki;Studzianki;52??32'22'';20??45'38'';520748.39;619364.22;Polska;mazowieckie;nowodworski;Nasielsk-obszar wiejski
Studzianki Pancerne;Studzianki Pancerne;51??41'15'';21??19'46'';427117.05;660971.88;Polska;mazowieckie;kozienicki;G?Èowacz??w-gmina wiejska
Studzienice;;51??29'27'';20??53'51'';404409.15;631684.34;Polska;mazowieckie;radomski;Przytyk-gmina wiejska
Studzieniec;;52??52'35'';19??38'28'';556954.12;543134.79;Polska;mazowieckie;sierpecki;Sierpc-gmina wiejska
Studzieniec;Studzieniec;53??07'57'';20??21'42'';586109.27;591072.22;Polska;mazowieckie;m?Èawski;M?Èawa-gmina miejska
Studzieniec;Studzieniec;52??22'47'';19??53'57'';501926.18;561191.64;Polska;mazowieckie;p?Èocki;S?Èubice-gmina wiejska
Studzieniec;;51??59'45'';20??23'14'';459754.22;595211.58;Polska;mazowieckie;??yrardowski;Puszcza Maria?‰ska-gmina wiejska
Kolonia Studzieniec;Studzieniec;52??52'10'';19??38'41'';556184.04;543384.68;Polska;mazowieckie;sierpecki;Sierpc-gmina wiejska
Stupsk;Stupsk;53??01'14'';20??26'24'';573763.53;596561.24;Polska;mazowieckie;m?Èawski;Stupsk-gmina wiejska
Styl?˘gi;Styl?˘gi;52??58'48'';21??44'56'';571807.00;684485.12;Polska;mazowieckie;ostro?È?÷cki;Czerwin-gmina wiejska
Kolonia Styl?˘gi;Styl?˘gi;52??57'51'';21??45'56'';570101.27;685675.95;Polska;mazowieckie;ostro?È?÷cki;Czerwin-gmina wiejska
Sucha;Sucha;52??11'22'';22??01'60'';484718.01;707264.63;Polska;mazowieckie;siedlecki;Kotu?‰-gmina wiejska
Sucha;Sucha;51??37'11'';20??57'00'';418837.89;634961.21;Polska;mazowieckie;bia?Èobrzeski;Bia?Èobrzegi-obszar wiejski
Gaj??wka;Gaj??wka;51??25'50'';21??29'54'';398956.35;673615.25;Polska;mazowieckie;radomski;Pionki-gmina wiejska
Sucha;;51??25'10'';21??30'35'';397752.51;674448.11;Polska;mazowieckie;radomski;Pionki-gmina wiejska
Sucha Poduchowna;Sucha Poduchowna;51??25'21'';21??29'27'';398043.19;673124.59;Polska;mazowieckie;radomski;Pionki-gmina wiejska
Sucha Wola;Sucha Wola;51??42'02'';21??20'29'';428623.95;661750.24;Polska;mazowieckie;kozienicki;Grab??w nad Pilic?˘-gmina wiejska
Kolonia Sucha;Sucha;51??37'06'';20??57'43'';418696.50;635790.84;Polska;mazowieckie;bia?Èobrzeski;Bia?Èobrzegi-obszar wiejski
Suchcice;Suchcice;52??55'52'';21??38'54'';566129.54;677942.68;Polska;mazowieckie;ostro?È?÷cki;Czerwin-gmina wiejska
Kolonia Suchcice;Suchcice;52??56'33'';21??40'37'';567476.51;679811.87;Polska;mazowieckie;ostro?È?÷cki;Czerwin-gmina wiejska
Suche;Suche;52??59'58'';21??03'40'';572433.15;638268.17;Polska;mazowieckie;makowski;P?Èoniawy-Bramura-gmina wiejska
Suche;Suche;53??01'02'';21??06'25'';574511.18;641297.18;Polska;mazowieckie;makowski;Krasnosielc-gmina wiejska
Suche Bagno;Suche Bagno;53??21'59'';21??38'31'';614503.11;675720.23;Polska;mazowieckie;ostro?È?÷cki;?¸yse-gmina wiejska
Suchocin;Suchocin;52??24'33'';20??47'02'';506303.15;621305.34;Polska;mazowieckie;legionowski;Jab?Èonna-gmina wiejska
Suchodo?Èek;;52??11'20'';22??36'01'';486434.33;746004.77;Polska;mazowieckie;siedlecki;Mordy-obszar wiejski
Suchod???È;Suchod???È;52??39'25'';19??36'05'';532512.82;540663.26;Polska;mazowieckie;p?Èocki;Brudze?‰ Du??y-gmina wiejska
Suchod???È;Suchod???È;52??23'01'';19??59'23'';502424.85;567341.59;Polska;mazowieckie;sochaczewski;I?È??w-gmina wiejska
Suchod???È;Suchod???È;51??58'47'';20??46'26'';458548.96;621791.76;Polska;mazowieckie;piaseczy?‰ski;Tarczyn-obszar wiejski
Suchod???È;;52??18'33'';21??56'19'';497752.07;700269.15;Polska;mazowieckie;w?÷growski;Gr?÷bk??w-gmina wiejska
Suchod???È Szlachecki;;52??29'21'';22??16'56'';518765.40;722763.75;Polska;mazowieckie;soko?Èowski;Sabnie-gmina wiejska
Suchod???È Wielki;;52??11'43'';22??36'56'';487183.83;747013.52;Polska;mazowieckie;siedlecki;Mordy-obszar wiejski
Suchod???È W?Èo?çcia?‰ski;;52??29'24'';22??16'42'';518846.03;722495.68;Polska;mazowieckie;soko?Èowski;Sabnie-gmina wiejska
Suchostruga;Suchostruga;51??57'52'';20??44'01'';456768.17;619063.38;Polska;mazowieckie;piaseczy?‰ski;Tarczyn-obszar wiejski
Suchowierzbka;Suchowierzbka;52??46'18'';20??22'52'';546004.22;593142.32;Polska;mazowieckie;ciechanowski;Glinojeck-obszar wiejski
Suchowierzbka Woli?‰ska;Suchowierzbka Woli?‰ska;52??46'49'';20??23'39'';546972.14;594007.08;Polska;mazowieckie;ciechanowski;Glinojeck-obszar wiejski
Suchowizna;Suchowizna;52??16'04'';21??31'44'';492100.00;672508.11;Polska;mazowieckie;mi?‰ski;Stanis?Èaw??w-gmina wiejska
Suchowola;Suchowola;51??53'48'';21??53'37'';451770.62;699029.41;Polska;mazowieckie;garwoli?‰ski;Miastk??w Ko?çcielny-gmina wiejska
Sucho??ebry;;52??15'53'';22??15'18'';493734.51;722040.45;Polska;mazowieckie;siedlecki;Sucho??ebry-gmina wiejska
Suchy Grunt;;53??02'47'';19??39'41'';575871.44;544324.89;Polska;mazowieckie;??uromi?‰ski;Lubowidz-gmina wiejska
Suchy Las;Suchy Las;52??08'08'';20??51'01'';475995.72;626595.14;Polska;mazowieckie;pruszkowski;Micha?Èowice-gmina wiejska
Sucza Wola;Sucza Wola;52??07'05'';20??17'26'';473221.15;588335.74;Polska;mazowieckie;??yrardowski;Wiskitki-gmina wiejska
Su?Á;;52??39'22'';21??45'56'';535854.95;686993.46;Polska;mazowieckie;w?÷growski;Sadowne-gmina wiejska
Sudragi;;52??50'48'';19??32'59'';553597.93;537011.36;Polska;mazowieckie;sierpecki;Sierpc-gmina wiejska
Sufczyn;Sufczyn;52??02'43'';21??31'36'';467348.31;673223.23;Polska;mazowieckie;otwocki;Ko?Èbiel-gmina wiejska
Suj;Suj;52??02'41'';21??52'58'';468207.23;697618.39;Polska;mazowieckie;mi?‰ski;Mrozy-obszar wiejski
Sukowska Wola;;51??29'35'';20??57'25'';404760.03;635810.83;Polska;mazowieckie;radomski;Przytyk-gmina wiejska
Suk??w;;51??29'40'';20??55'31'';404856.14;633609.31;Polska;mazowieckie;radomski;Przytyk-gmina wiejska
Sulbiny Dolne;Sulbiny Dolne;51??51'27'';21??37'41'';446728.43;680922.05;Polska;mazowieckie;garwoli?‰ski;Garwolin-gmina wiejska
Sulbiny;Sulbiny;51??52'05'';21??38'16'';447927.74;681551.14;Polska;mazowieckie;garwoli?‰ski;Garwolin-gmina wiejska
Sulej??w;;52??26'27'';21??33'42'';511412.52;674060.02;Polska;mazowieckie;wo?Èomi?‰ski;Jad??w-gmina wiejska
Sulej??wek;Sulej??wek;52??14'35'';21??16'40'';488792.31;655459.92;Polska;mazowieckie;mi?‰ski;Sulej??wek-gmina miejska
Sulerzy??;Sulerzy??;52??51'25'';20??27'23'';555580.08;598024.07;Polska;mazowieckie;ciechanowski;Glinojeck-obszar wiejski
Sul?÷cice;;52??47'08'';19??48'36'';546967.99;554611.47;Polska;mazowieckie;sierpecki;Zawidz-gmina wiejska
Sul?÷cin Szlachecki;Sul?÷cin Szlachecki;52??53'01'';21??52'54'';561453.07;693829.01;Polska;mazowieckie;ostrowski;Stary Luboty?‰-gmina wiejska
Sul?÷cin-Kolonia;Sul?÷cin-Kolonia;52??51'40'';21??51'43'';558913.13;692607.92;Polska;mazowieckie;ostrowski;Ostr??w Mazowiecka-gmina wiejska
Sul?÷cin W?Èo?çcia?‰ski;Sul?÷cin W?Èo?çcia?‰ski;52??53'30'';21??52'06'';562321.06;692904.77;Polska;mazowieckie;ostrowski;Stary Luboty?‰-gmina wiejska
Kolonia Sul?÷cin W?Èo?çcia?‰ski;Sul?÷cin W?Èo?çcia?‰ski;52??52'49'';21??51'39'';561026.48;692442.78;Polska;mazowieckie;ostrowski;Stary Luboty?‰-gmina wiejska
Sulgost??w;;51??30'16'';20??37'25'';405460.35;612651.13;Polska;mazowieckie;przysuski;Klw??w-gmina wiejska
Sulicha;Sulicha;52??59'57'';21??07'35'';572529.95;642653.66;Polska;mazowieckie;makowski;Krasnosielc-gmina wiejska
Suliki;Suliki;53??08'06'';21??36'55'';588712.28;674903.84;Polska;mazowieckie;ostro?È?÷cki;Lelis-gmina wiejska
Sulistrowice;;51??18'35'';20??46'21'';384053.44;623504.36;Polska;mazowieckie;szyd?Èowiecki;Chlewiska-gmina wiejska
Suliszka;;51??14'24'';21??11'04'';377077.12;652435.75;Polska;mazowieckie;radomski;Wierzbica-gmina wiejska
Sulki;;52??19'55'';21??50'50'';500034.64;693935.92;Polska;mazowieckie;w?÷growski;Wierzbno-gmina wiejska
Sulkowo;;52??41'17'';20??48'50'';537361.49;622564.09;Polska;mazowieckie;pu?Ètuski;?‹wiercze-gmina wiejska
Sulkowo-Bariany;Sulkowo-Bariany;52??45'05'';19??30'34'';542982.74;534374.63;Polska;mazowieckie;sierpecki;Mochowo-gmina wiejska
Sulkowo-B?Èony;Sulkowo-B?Èony;52??44'49'';19??32'25'';542503.67;536458.79;Polska;mazowieckie;sierpecki;Mochowo-gmina wiejska
Sulkowo-Jesionki;Sulkowo-Jesionki;52??45'13'';19??32'07'';543242.50;536115.87;Polska;mazowieckie;sierpecki;Mochowo-gmina wiejska
Sulkowo Rzeczne;;52??45'20'';19??30'22'';543444.49;534146.45;Polska;mazowieckie;sierpecki;Mochowo-gmina wiejska
Sulnikowo;;52??43'50'';20??54'56'';542264.78;629307.29;Polska;mazowieckie;pu?Ètuski;Gzy-gmina wiejska
Sulowizna;Sulowizna;53??07'14'';21??36'34'';587101.91;674567.65;Polska;mazowieckie;ostro?È?÷cki;Lelis-gmina wiejska
Sulowo;Sulowo;53??23'14'';21??26'33'';616344.49;662381.74;Polska;mazowieckie;ostro?È?÷cki;Myszyniec-obszar wiejski
Su?Èkowice;Su?Èkowice;51??55'22'';21??05'22'';452769.80;643641.95;Polska;mazowieckie;gr??jecki;Chyn??w-gmina wiejska
Su?Èkowo Borowe;Su?Èkowo Borowe;52??56'52'';20??25'03'';565640.67;595212.46;Polska;mazowieckie;m?Èawski;Strzegowo-gmina wiejska
